Checkpoint 1: 300; Time: 83.39525318145752 s
Checkpoint 2: 600; Time: 167.23069548606873 s
Checkpoint 3: 900; Time: 250.9316816329956 s
Checkpoint 4: 1200; Time: 322.0355405807495 s
Checkpoint 5: 1500; Time: 376.132306098938 s
Checkpoint 6: 1800; Time: 432.7321081161499 s
Checkpoint 7: 2100; Time: 489.92745327949524 s
Checkpoint 8: 2400; Time: 554.524519443512 s
Checkpoint 9: 2700; Time: 617.6639802455902 s
Checkpoint 10: 3000; Time: 680.7033221721649 s
