Checkpoint 1: 300; Time: 31.17612051963806 s
Checkpoint 2: 600; Time: 63.827168703079224 s
Checkpoint 3: 900; Time: 96.06188106536865 s
Checkpoint 4: 1200; Time: 129.61916828155518 s
Checkpoint 5: 1500; Time: 156.0562927722931 s
Checkpoint 6: 1800; Time: 176.64207315444946 s
Checkpoint 7: 2100; Time: 197.11535692214966 s
Checkpoint 8: 2400; Time: 218.01240181922913 s
Checkpoint 9: 2700; Time: 238.9137396812439 s
Checkpoint 10: 3000; Time: 259.7623288631439 s
