Checkpoint 1: 300; Time: 20.476674556732178 s
Checkpoint 2: 600; Time: 42.73309564590454 s
Checkpoint 3: 900; Time: 62.29949975013733 s
Checkpoint 4: 1200; Time: 81.86476755142212 s
Checkpoint 5: 1500; Time: 101.47201371192932 s
Checkpoint 6: 1800; Time: 121.15895199775696 s
Checkpoint 7: 2100; Time: 140.7907989025116 s
Checkpoint 8: 2400; Time: 160.44337463378906 s
Checkpoint 9: 2700; Time: 180.28827548027039 s
Checkpoint 10: 3000; Time: 200.932514667511 s
