Checkpoint 1: 300; Time: 56.82148742675781 s
Checkpoint 2: 600; Time: 109.93685626983643 s
Checkpoint 3: 900; Time: 162.51752042770386 s
Checkpoint 4: 1200; Time: 215.1331250667572 s
Checkpoint 5: 1500; Time: 267.5940890312195 s
Checkpoint 6: 1800; Time: 320.23675417900085 s
Checkpoint 7: 2100; Time: 373.04411029815674 s
Checkpoint 8: 2400; Time: 425.74307584762573 s
Checkpoint 9: 2700; Time: 478.3568239212036 s
Checkpoint 10: 3000; Time: 530.728621006012 s
