Checkpoint 1: 300; Time: 22.717978477478027 s
Checkpoint 2: 600; Time: 45.595746755599976 s
Checkpoint 3: 900; Time: 68.35786366462708 s
Checkpoint 4: 1200; Time: 91.55319690704346 s
Checkpoint 5: 1500; Time: 114.84907984733582 s
Checkpoint 6: 1800; Time: 137.85093784332275 s
Checkpoint 7: 2100; Time: 160.3451075553894 s
Checkpoint 8: 2400; Time: 182.91112613677979 s
Checkpoint 9: 2700; Time: 205.53971910476685 s
Checkpoint 10: 3000; Time: 228.59059858322144 s
