Checkpoint 1: 300; Time: 71.45872235298157 s
Checkpoint 2: 600; Time: 138.51795434951782 s
Checkpoint 3: 900; Time: 203.84560585021973 s
Checkpoint 4: 1200; Time: 282.46635341644287 s
Checkpoint 5: 1500; Time: 354.61788153648376 s
Checkpoint 6: 1800; Time: 424.0100317001343 s
Checkpoint 7: 2100; Time: 500.14256405830383 s
Checkpoint 8: 2400; Time: 567.3766112327576 s
Checkpoint 9: 2700; Time: 635.1927649974823 s
Checkpoint 10: 3000; Time: 697.7266418933868 s
