Checkpoint 1: 300; Time: 40.906930685043335 s
Checkpoint 2: 600; Time: 78.94013023376465 s
Checkpoint 3: 900; Time: 111.97798943519592 s
Checkpoint 4: 1200; Time: 132.0781605243683 s
Checkpoint 5: 1500; Time: 151.6995108127594 s
Checkpoint 6: 1800; Time: 171.32174372673035 s
Checkpoint 7: 2100; Time: 191.3454122543335 s
Checkpoint 8: 2400; Time: 211.3801634311676 s
Checkpoint 9: 2700; Time: 231.49953031539917 s
Checkpoint 10: 3000; Time: 251.3854262828827 s
