Checkpoint 1: 300; Time: 19.02077293395996 s
Checkpoint 2: 600; Time: 38.53196382522583 s
Checkpoint 3: 900; Time: 57.64073467254639 s
Checkpoint 4: 1200; Time: 76.90781259536743 s
Checkpoint 5: 1500; Time: 96.13453316688538 s
Checkpoint 6: 1800; Time: 115.45005631446838 s
Checkpoint 7: 2100; Time: 134.93002915382385 s
Checkpoint 8: 2400; Time: 154.3751368522644 s
Checkpoint 9: 2700; Time: 173.88536190986633 s
Checkpoint 10: 3000; Time: 193.32187843322754 s
