Checkpoint 1: 300; Time: 58.46629548072815 s
Checkpoint 2: 600; Time: 110.99657392501831 s
Checkpoint 3: 900; Time: 163.99777960777283 s
Checkpoint 4: 1200; Time: 216.44312977790833 s
Checkpoint 5: 1500; Time: 269.14823865890503 s
Checkpoint 6: 1800; Time: 321.3180470466614 s
Checkpoint 7: 2100; Time: 373.6869261264801 s
Checkpoint 8: 2400; Time: 426.228342294693 s
Checkpoint 9: 2700; Time: 478.67072677612305 s
Checkpoint 10: 3000; Time: 531.3940675258636 s
